
"INSTRMNT_TYPE","ISIN","SHRT_NAME","REINVESTMENT_OPTION","DIVIDEND_PERIODICITY"
"Collective Investment","SG9999015721","SCHRODER INV SING ASIAN INCOME GBP HGD INC","Distribution","Month"
"Collective Investment","LU0246604945","AB FCP I EMERGING MARKETS DEBT PORTFOLIO A USD","Distribution","Month"
"Collective Investment","IE00BPT2BP36","VANGUARD INV SER GBL BD IDX INSTL PLUS HGD","Distribution","Quarter"
"Collective Investment","IE00B66B5L40","GUINNESS AM GAM GBL EQTY INC D EUR INC","Distribution","Year"
"Collective Investment","IE00B52Q4X11","NEW CAPITAL FD MGT DYNM EURP EQTY ORD DIS USD","Distribution","Bi_Annual"
"Collective Investment","GB00BRKFJL73","MARLBOROUGH FD MGR IFSL TILNEY BESTINV CONSVT","Distribution","Bi_Annual"
"Collective Investment","IE00B5KL2L23","DIMENSIONAL FUNDS WORLD ALLOCATION 40 60 FUND GBP DIST","Distribution","Bi_Annual"
"Collective Investment","LU0822049119","JPMORGAN ASSET MGM US SEL EQTY PLS C PERF","Distribution","Year"
"Collective Investment","MT7000017711","HANSON SUSTAINABLE INCOME FUND ORDINARY B USD INC","Distribution","Bi_Annual"
"Collective Investment","GB00B8FT5571","M&G INVESTMENT MAN FEEDER OF PROP PFOLIO D INC GBP SUSP","Distribution","Bi_Annual"
"Collective Investment","IE00B979BF49","ROYAL LONDON AM SHORT DUR GLOBAL HIGH YIELD BD Z INC NAV GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B7G8Q193","ASI UK INCOME UNCONSTRAINED EQUITY U","Distribution","Bi_Annual"
"Collective Investment","GB00B44CT796","JPM GLOBAL MACRO OPPORTUNITIES FUND C INCOME","Distribution","Year"
"Collective Investment","GB00B6S5RJ64","SMITH & WILLIAMSON SALTUS MUL B GBP","Distribution","Year"
"Collective Investment","IE00BK8FXM99","FIRST SENTIER GLOBAL LISTED INFRASTRUCTURE CLASS VI INC","Distribution","Bi_Annual"
"Collective Investment","LU0995846705","SISF STRATEGIC CREDIT USD H C DIS","Distribution","Bi_Annual"
"Collective Investment","GB00B8FT1G07","LEGAL & GENERAL UT EMG MKTS GOVT BD IDX I INC","Distribution","Quarter"
"Collective Investment","GB00B46KYQ57","BLACKROCK FM LTD NATURAL RES GTH & INC D INC","Distribution","Quarter"
"Collective Investment","IE00B4YB8D55","CULLEN FUNDS NTH AMER HIGH DIV VAL EQTY USD","Distribution","Quarter"
"Collective Investment","LU0515381530","CT (LUX) EUROPEAN GROWTH & INCOME A INC EUR","Distribution","Year"
"Collective Investment","GG00BKM42C56","MARLBOROUGH HIGH YIELD FIXED INT CELL A INC","Distribution","Bi_Annual"
"Collective Investment","LU0563142537","FRANKLIN TEMPLETON ASIAN BOND A H1 INC SGD","Distribution","Month"
"Collective Investment","IE00B2PC0823","DIMENSIONAL FDS GBL TARGETED VALUE INC GBP","Distribution","Bi_Annual"
"Collective Investment","IE00B1G9WX41","NEUBERGER BERMAN US REAL ESTATE SECURITIES A INC","Distribution","Quarter"
"Collective Investment","GB00B05MF837","FUND PARTNERS LTD FP CRUX UK B GBP DIS","Distribution","Bi_Annual"
"Collective Investment","GB00B1XG7668","MERIAN UK EQUITY INCOME FUND L GBP INC","Distribution","Quarter"
"Collective Investment","LU0448836782","PICTET ASSET MGMT PICTET-HEALTH-I DY GBP INC","Distribution","Year"
"Collective Investment","GB00B63FZY28","TM UBS (UK) BALANCED C ACC","Distribution","Bi_Annual"
"Collective Investment","LU0965509283","AB SICAV I LOW VOLATILITY EQUITY PORTFOLIO AD","Distribution","Month"
"Collective Investment","GB0001577351","JUPITER UT GROWTH & INCOME GBP","Distribution","Bi_Annual"
"Collective Investment","IE00B23Z7H10","FTGF WESTERN ASSET GLOBAL MULTI STRATEGY A INC","Distribution","Month"
"Collective Investment","GB00B73QN483","LEGAL & GENERAL UT DYNAMIC BOND FUND INC","Distribution","Quarter"
"Collective Investment","GB00B2QN8B32","CAPITA FINL ALTERNATIVES A INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B3RSCC30","INVESCO PERP UK SMLR COS INC GBP","Distribution","Year"
"Collective Investment","GB0007917023","SCHRODER INV GSY EMERGING MKTS B ACC SUSP","Distribution","Year"
"Collective Investment","GB00BP5J6N11","WS GUINNESS EUROPEAN EQUITY INCOME Y INC","Distribution","Quarter"
"Collective Investment","GB00B2PF8B06","EDENTREE RESPONSIBLE & SUSTAINABLE STERLING BOND","Distribution","Quarter"
"Collective Investment","GB00B75MTT12","THREADNEEDLE INV EURP SEL INSTL NET INC NAV","Distribution","Year"
"Collective Investment","LU0083573666","JPMORGAN ASSET MGM EMG MID EAST EQUITY A USD DIS","Distribution","Year"
"Collective Investment","HK0000084522","JPMORGAN FUNDS MULTI INCOME MONTHLY HKD INC NAV HKD (NOT FOR EEA/SWISS CLIENTS)","Distribution","Month"
"Collective Investment","IE00B8QBYZ57","COUTTS UK SOVEREIGN BD INDEX B GBP LIQ","Distribution","Bi_Annual"
"Collective Investment","GB00B1XG6X63","JUPITER INVESTMENT GRADE BOND FUND L GBP INC","Distribution","Quarter"
"Collective Investment","LU0029875118","FRANKLIN TEMPLETON ASIAN GROWTH A DIS USD","Distribution","Year"
"Collective Investment","GB0009371310","EDENTREE RESPONSIBLE & SUSTAINABLE UK EQUITY","Distribution","Quarter"
"Collective Investment","LU0083569045","CANDRIAM BDS EMG MKTS C USD DIS NAV","Distribution","Year"
"Collective Investment","LU0435837942","DWS GLOBAL AGRIBUSINESS DS5 GBP","Distribution","Year"
"Collective Investment","LU0503632878","PICTET GBL ENVIRONMENTAL OPPORTUNITIES I DIS","Distribution","Year"
"Collective Investment","GB00B6T64N15","M&G INV MGMT DIVIDEND I INC GBP","Distribution","Year"
"Collective Investment","GB00B700F033","M&G GLOBAL GOVERNMENT BOND FUND STERLING I INC","Distribution","Bi_Annual"
"Collective Investment","GB00B7CPT937","MAITLAND HAWKSMOOR OEIC DISTRIBUTION B INC GBP","Distribution","Quarter"
"Collective Investment","IE00B4KNLX68","NEW CAPITAL FD MGT DYNM EURP EQTY ORD EUR DIS","Distribution","Bi_Annual"
"Collective Investment","GB00B76V7N76","SCHRODER UNIT TST GLOBAL EQUITY INC Z INC NAV","Distribution","Bi_Annual"
"Collective Investment","LU1244140320","T. ROWE PRICE FUNDS SICAV - GLOBAL HIGH INCOME BOND FUND QDMN (GBP)","Distribution","Month"
"Collective Investment","GB00B40Y5R17","T.BAILEY FUND MGRS EVENLODE INCOME B INC","Distribution","Quarter"
"Collective Investment","LU0563143261","FRANKLIN TEMPLETON Z USD INC USD","Distribution","Month"
"Collective Investment","GB00B4KZDC51","MORGAN STANLEY GBL BRANDS A INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB00BMP3SB45","M&G SECURITIES LTD GLOBAL FLTG RATE HIGH YIELD","Distribution","Quarter"
"Collective Investment","GB0007220584","SCHRODER STERLING CORPORATE BOND C INCOME FUND","Distribution","Quarter"
"Collective Investment","GB0031599870","AEGON KAMES STERL CORP BD B INSTL GBP","Distribution","Quarter"
"Collective Investment","LU0441901922","FRANKLIN TEMPLETON EM MK BD A MDIS USD INC NAV","Distribution","Month"
"Collective Investment","LU0287143431","FIDELITY FUNDS SINGAPORE FD A INC SGD","Distribution","Year"
"Collective Investment","GB0008448663","EDENTREE RESPONSIBLE & SUSTAINABLE GLOBAL EQUITY","Distribution","Quarter"
"Collective Investment","IE00BD9Y8M10","GAM STAR FUND CAUTIOUS TQ INCOME II","Distribution","Quarter"
"Collective Investment","GB0006584543","STAND LIFE INVS AAA INC FD INC INST","Distribution","Quarter"
"Collective Investment","LU0916957664","BLACKROCK (LUX) SA ASIA PACIFIC EQUITY INC A8 HDG","Distribution","Month"
"Collective Investment","GB00B86X4W81","PREMIER MITON UK OPPS B INSTGBP","Distribution","Bi_Annual"
"Collective Investment","IE00BJBQC361","ROYAL LONDON ASSET STERLING EXTRA YLD BD Y INC","Distribution","Quarter"
"Collective Investment","GG00BKM40D24","MARLBOROUGH INTERN MARLBOROUGH EUROPEAN A USD INC","Distribution","Bi_Annual"
"Collective Investment","GB00B5M92V43","MARGETTS AFH TACTICAL CORE INC DISTGBP","Distribution","Bi_Annual"
"Collective Investment","GB00B71QKV66","M&G EPISODE BALANCED I DIS GBP","Distribution","Quarter"
"Collective Investment","LU0827876318","BLACKROCK CONTINENTAL EURP FLEX","Distribution","Year"
"Collective Investment","IE00B5NH4W20","POLAR CAPITAL FUND GLOBAL INSURANCE A GBP DIS","Distribution","Quarter"
"Collective Investment","GB00BDD2JT59","SCHRODER UNIT TST UK MID 250 L INC","Distribution","Year"
"Collective Investment","IE00B528R384","ORCHARD FUND CLASS G INC CHF","Distribution","Quarter"
"Collective Investment","LU0218201050","SCHRODER INTL SEL-EM.M.DB.AB.R(A)AV","Distribution","Year"
"Collective Investment","LU0251143029","FIDELITY FUNDS - ASEAN A INC SGD","Distribution","Year"
"Collective Investment","LU0768359340","FRANKLIN TEMPLETON GLOBAL BOND W H1 INC NAV GBP","Distribution","Month"
"Collective Investment","LU0517465893","FRANKLIN TEMP EM MKT BD I H1 INCGBP","Distribution","Quarter"
"Collective Investment","IE00B671B485","MAGNA UMBRELLA FD EMERGING MARKETS DIVIDEND R DIS EUR","Distribution","Bi_Annual"
"Collective Investment","LU0995121216","SCHRODER INTL SEL-EUR.OPP.(A)SV","Distribution","Bi_Annual"
"Collective Investment","IE00B503VV16","POLAR CAPITAL FUND GLOBAL INSURANCE I USD DIS","Distribution","Quarter"
"Collective Investment","LU1197969386","JPMORGAN ASSET MGM GLOBAL INCOME A GBP HDG","Distribution","Month"
"Collective Investment","GB0004462957","AVIVA INV CORPORATE BD INST 2 GBP","Distribution","Quarter"
"Collective Investment","IE00BL0BMJ22","PIMCO GIS GLOBAL BOND ESG INSTL INC","Distribution","Quarter"
"Collective Investment","GB0032325093","LIONTRUST INCOME FUND A INC","Distribution","Bi_Annual"
"Collective Investment","LU0572949575","HENDERSON HORIZON EURO CORPORATE BOND I3 INC","Distribution","Year"
"Collective Investment","LU0757360374","SCHRODER INTL SEL-GL.M.A.INC(C)MF","Distribution","Month"
"Collective Investment","LU0742534661","FIL INV MGMT LUX AMERICA HGD A SGD INC","Distribution","Year"
"Collective Investment","GB00B7KK0195","FIF  FIDELITY GLOBAL HIGH YIELD FUND W INC GBP","Distribution","Month"
"Collective Investment","IE00B5SRBK47","DIMENSIONAL WORLD EQUITY GBP DIS","Distribution","Bi_Annual"
"Collective Investment","GB00B8FC6L92","JUPITER UK MID CAP FUND I GBP INC","Distribution","Year"
"Collective Investment","IE00B53TV722","GAM STAR CREDIT OPPORTUNITIES DIS","Distribution","Year"
"Collective Investment","LU0066902890","HSBC GIF INDIAN EQUITY FUND A USD","Distribution","Year"
"Collective Investment","LU0858300824","GOLDMAN SACHS BRICS EQUITY PORTFOLIO R GBP","Distribution","Year"
"Collective Investment","LU0048573561","FIDELITY FUNDS FID AMERICA A DIS USD","Distribution","Year"
"Collective Investment","GB0001647246","THREADNEEDLE INV UK GROWTH & INCOME INSTL IN","Distribution","Year"
"Collective Investment","GB0006779655","BNY MELLON INTERNATIONAL BOND FUND GBP INC","Distribution","Bi_Annual"
"Collective Investment","DE0008476276","ALLIANZ PIMCO GELDMARKT SPEZ A EUR","Distribution","Year"
"Collective Investment","GB00BP8RYB62","FIL INVESTMENT SER INDEX WORLD P INC NAV","Distribution","Quarter"
"Collective Investment","GB0005940316","BAILLIE GIFFORD  INTL B NAV INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB0008446626","EDENTREE RESPONSIBLE & SUSTAINABLE EUROPEAN EQUITY","Distribution","Bi_Annual"
"Collective Investment","GB00BD2WZ766","LIONTRUST FUND PAR EUROPEAN ENHANCED INCOME I","Distribution","Quarter"
"Collective Investment","IE00BPT2BT73","VANGUARD INV SER UK INV GRADE BOND IDX INSTL","Distribution","Quarter"
"Collective Investment","LU0081697723","SWC LU BOND FUND VISION INTERNATIONAL AA","Distribution","Year"
"Collective Investment","IE0032571592","ROYAL LONDON EXTRA YIELD BD B GBP","Distribution","Quarter"
"Collective Investment","LU0118259232","BLACKROCK BGF EURO BD A1 EUR","Distribution","Month"
"Collective Investment","GB0001642635","BNY MELLON REAL RETURN FUND GBP INC A","Distribution","Bi_Annual"
"Collective Investment","IE0004809582","BLACKROCK ICS US DOLLAR LIQUIDITY CORE DISTRIBUTING INC","Distribution","Month"
"Collective Investment","GB00BNB74B95","BLACKROCK ADVS(UK) OVERSEAS CORP BD TRKR D INC","Distribution","Bi_Annual"
"Collective Investment","IE0002459976","PIMCO TOTAL RETURN BOND INST INC","Distribution","Quarter"
"Collective Investment","LU0062647606","SCHRODER INTL SEL-EUR.LA.CAP(A)AV","Distribution","Year"
"Collective Investment","GB0032211095","TUTMAN LLP TM CAVENDISH INTL B GBP INC","Distribution","Bi_Annual"
"Collective Investment","LU0162689763","BLACKROCK GBL FDS EURO MARKETS A4 DIS EUR","Distribution","Year"
"Collective Investment","GB0033457317","SANTANDER AM UK ATLAS PORTFOLIO 4 RI DIS","Distribution","Quarter"
"Collective Investment","GB0004329826","ABRDN INVESTMENT GRADE CORPORATE BOND RETAIL INC","Distribution","Quarter"
"Collective Investment","IE0033009014","J O HAMBRO CONTL EUROP EUR B EUR","Distribution","Year"
"Collective Investment","IE0033009238","J O HAMBRO CONTL EUROP A EUR","Distribution","Year"
"Collective Investment","LU0205194797","SCHRODER INTL SEL-GL.HIGH.YI (A)MV","Distribution","Month"
"Collective Investment","GB0033583427","RLUM LIMITED RL CORP BD MNTHLY INC TST A","Distribution","Month"
"Collective Investment","GB00B0MY6Z69","BNY MELLON FD MNGR NEWTON ASIAN INC GBP","Distribution","Month"
"Collective Investment","LU0243957312","INVESCO GT MGT PAN EUROP HIGH INC A","Distribution","Quarter"
"Collective Investment","IE00B04TTX85","VERITAS FUNDS PLC GBL EQ INC A USD","Distribution","Bi_Annual"
"Collective Investment","GB00B073JG03","SCHRODER UK ALPHA INCOME A INC FD","Distribution","Bi_Annual"
"Collective Investment","LU0592702228","BLACKROCK (LUX) SA USD SHORT DURATION BOND D3","Distribution","Month"
"Collective Investment","LU1265342565","AVIVA INVESTORS LU MULTI-STRATEGY TARGET INCOM","Distribution","Month"
"Collective Investment","LU0995123345","SCHRODER INTL SEL-UK ALPHA INC(C)SV","Distribution","Year"
"Collective Investment","GB0004792684","JUPITER-MERLIN INCOME&GROWTH SELECT L INC","Distribution","Bi_Annual"
"Collective Investment","LU0566480033","ABERDEEN STD - EMERGING MARKETS CORPORATE BOND FUND A MINC USD","Distribution","Month"
"Collective Investment","LU0823389779","BNP PARVEST BD BEST SEL WLD EMG USD","Distribution","Month"
"Collective Investment","IE00BFWH5N11","MERIAN GBL INV EUR MERIAN LCL CURR EM DEBT U1","Distribution","Quarter"
"Collective Investment","LU0048588163","FIDELITY FUNDS   SINGAPORE DIS","Distribution","Year"
"Collective Investment","GB00B42TBF45","MARLBOROUGH MULTI-CAP INCOME FUND CLASS A INCOME","Distribution","Bi_Annual"
"Collective Investment","LU0039216972","HSBC INV FD LUX SA GBL BOND A USD DIS","Distribution","Year"
"Collective Investment","GB00B3Q6WZ18","ROYAL LONDON UK GOVERNMENT BOND A GBP","Distribution","Bi_Annual"
"Collective Investment","LU0750223876","JUPITER DYNAMIC BOND I INC NAV USD","Distribution","Quarter"
"Collective Investment","GB0009500207","JUPITER UT MGRS MONTHLY INCOME INC GBP","Distribution","Month"
"Collective Investment","LU0359201026","BLACKROCK (LUX) SA BGF CHINA A4 GBP DIS","Distribution","Year"
"Collective Investment","LU0289228842","JPMORGAN ASSET MGM EURO EQTY PLUS A PERF DIS","Distribution","Year"
"Collective Investment","LU0370786039","FIDELITY FUNDS - GREATER CHINA A SGD","Distribution","Year"
"Collective Investment","LU0432616224","INVESCO MANAGEMENT GB INV GRADE CORP BD C INC","Distribution","Year"
"Collective Investment","IE00BVYPP024","GUINNESS AM GLOBAL EQUITY INCOME Y","Distribution","Bi_Annual"
"Collective Investment","IE00BCBJGL26","LAZARD EMERGING MARKETS DEBT BLEND A DIS","Distribution","Bi_Annual"
"Collective Investment","GB00B79QBF93","PREMIER MITON CAUTIOUS MONTHLY INCOME FUND B INCOME","Distribution","Month"
"Collective Investment","GB0000424886","HSBC GBL ASSET MGMT UK FTSE ALL-SHARE INDEX INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0119124278","FIDELITY FUNDS EUROPEAN LARGER COS DIS","Distribution","Year"
"Collective Investment","LU0172516865","FIDELITY FUNDS TARGET 2020 EURO DIS NAV","Distribution","Year"
"Collective Investment","US72369G1085","PIONEER GLOBAL HIG CL A USD","Distribution","Month"
"Collective Investment","GB00B3MYR659","ROYAL LONDON INDEX LINKED A INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0172401704","BLACKROCK HI YLD BD HDG A3 INC EUR","Distribution","Month"
"Collective Investment","LU0172419748","BLACKROCK (LUX) SA BGF SHRT DURTN BND A3","Distribution","Month"
"Collective Investment","IE00BDD0SS10","VANGUARD US GOV BOND IDX LINKED HDG","Distribution","Quarter"
"Collective Investment","IE00B5BJ3567","GAM STAR ALPHA DISRUPTIVE GROWTH USD INC","Distribution","Year"
"Collective Investment","IE00B5PZZD25","BMO European Real Estate Securities C Inc GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B1N9DW38","AEGON ETHICAL CAUTIOUS MGD A DIS","Distribution","Quarter"
"Collective Investment","GB0031958621","M&G EMERGING MKT BOND A INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B03KP231","J O HAMBRO CAP MGMT UK EQUITY INCOME A DIS GBP","Distribution","Quarter"
"Collective Investment","GB00B888YP40","LIONTRUST MACRO EQ INCOME I INC GBP","Distribution","Quarter"
"Collective Investment","GB0032784950","ABERDEEN STD FD MG SHORT DUR CREDIT INSTL INC","Distribution","Quarter"
"Collective Investment","GB0009684878","RUFFER LLP CF RUFFER TOTAL RETURN O INC","Distribution","Bi_Annual"
"Collective Investment","GB00B1YBRM66","M&G INVESTMENT MAN CORPORATE BD I INC GBP","Distribution","Month"
"Collective Investment","IE00B1FZRT49","MONTANARO UK INCOME FUND SEED CLASS GBP","Distribution","Quarter"
"Collective Investment","GB00B2Q8L759","SARASIN FOOD & AGRICULTURE OPPORTUNITIES FUND - I INC","Distribution","Bi_Annual"
"Collective Investment","LU0459993191","JUPITER GBL FUND DYNAMIC BOND L INC NAV GBP","Distribution","Quarter"
"Collective Investment","LU0594556721","MATTHEWS ASIA FDS ASIA DIVIDEND I GBP DIST","Distribution","Quarter"
"Collective Investment","IE00B53SCL06","JUPITER EMERGING MARKET DEBT FUND","Distribution","Quarter"
"Collective Investment","LU0418832605","SCHRODER INTL SEL-GL.HIGH YI(A1)MF","Distribution","Month"
"Collective Investment","LU0731782586","FIDELITY GBL DIV A QINCOME (G) DIS USD","Distribution","Quarter"
"Collective Investment","IE00BDV0B394","GEMINI INVESTMENT LONDON & CAP GBL CONS FXD I","Distribution","Bi_Annual"
"Collective Investment","LU0507748050","MANULIFE GBL ASIA TOT RTN AA INC $","Distribution","Month"
"Collective Investment","GB00B54CCT91","AXA MANAGED INCOME R GROSS INC","Distribution","Quarter"
"Collective Investment","GB00B4NVSH01","JUPITER UT EUROPEAN I INC GBP","Distribution","Year"
"Collective Investment","IE00B8RJX404","PIMCO GLOBAL ADVIS DIVERSIFIED INC DUR HGD RIU","Distribution","Quarter"
"Collective Investment","GB00B8YR0910","MARLBOROUGH FD MGR HIGH YIELD FIXED INT B INC","Distribution","Quarter"
"Collective Investment","LU0300746616","FRANKLIN TEMP EMG MKT SM COS A DIS GBP","Distribution","Year"
"Collective Investment","LU0283739703","HSBC LUX GLOBAL BOND P DIST GBP","Distribution","Year"
"Collective Investment","GB00BRTM3M80","THREADNEEDLE INV MANAGED INCOME Z INC NAV","Distribution","Month"
"Collective Investment","GB0002473683","FIDELITY INV SVCS INSTL IDX LKD BD GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B3VBC734","BARING FM MULTI ASSET A INC NAV GBP","Distribution","Bi_Annual"
"Collective Investment","LU0818609710","HSBC GLOBAL EMERGING MKTS AMH SGD","Distribution","Month"
"Collective Investment","GB00B76V5R74","SCHRODER UNIT TRUSTS LTD GLOBAL EMERGING MARKETS Z INC GBP","Distribution","Year"
"Collective Investment","GB00B78PH601","M&G INV M&G GBL MACRO BD I INC GBP","Distribution","Quarter"
"Collective Investment","AT0000746748","ERSTE-SPARINVEST ESPA STOCK BIOTEC A INC","Distribution","Year"
"Collective Investment","IE00B644PG05","LINDSELL TRAIN GLOBAL EQUITY A GBP","Distribution","Bi_Annual"
"Collective Investment","LU0522257285","JUPITER UT MNGRS GBL CONVERTIBLES I INC NAV","Distribution","Year"
"Collective Investment","GB00B3M9JJ78","ROYAL LONDON UTM UK EQUITY INC M DIS GBP","Distribution","Quarter"
"Collective Investment","GB00BWT6GM69","T BAILEY FUND MANA EVENLODE INCOME C","Distribution","Quarter"
"Collective Investment","GB00B3RSBR18","INVESCO-MANAGED INC UK INC","Distribution","Quarter"
"Collective Investment","LU0103813712","JPM USD LIQUIDITY LVNAV INSTITUTIONAL INC","Distribution","Month"
"Collective Investment","LU0231455709","ABERDEEN STD ASIAN LOC CUR SHORT BD GBP   LIQ","Distribution","Quarter"
"Collective Investment","LU2382310279","CRUX ASIA EX-JAPAN FUND B","Distribution","Year"
"Collective Investment","GB0007502080","JANUS HENDERSON STRATEGIC BOND FUND I INC","Distribution","Quarter"
"Collective Investment","GB00B5M01B05","MAITLAND TWENTYFOUR AM DYNAMIC BOND FUND A INC","Distribution","Quarter"
"Collective Investment","IE00B61N2T25","SEI INVS EUROPE LTD MODERATE WEALTH A GBP","Distribution","Quarter"
"Collective Investment","GB00B7GSYN71","JANUS HENDERSON  FIXED INTEREST MONTHLY INCOME FUND I INC","Distribution","Month"
"Collective Investment","IE00B8BZ2V40","NEUBERGER GBL SNR FTG RTE INC I GBP","Distribution","Quarter"
"Collective Investment","IE00B9CCRM71","LEGG MASON GBL FD BRANDYWINE GBL INC OPTIMISE","Distribution","Month"
"Collective Investment","GB00B0LNNL97","STANDARD LIFE INVS SLI II ETHICAL","Distribution","Quarter"
"Collective Investment","LU0482542841","INVESCO GLOBAL INVESTMENT GRADE CORPORATE BOND A","Distribution","Month"
"Collective Investment","GB00BDD2DR16","SCHRODER GLOBAL CITIES REAL ESTATE L INCOME INC","Distribution","Year"
"Collective Investment","GB00BDD2GP07","SCHRODER UNIT TST SMALL CAP DVRY L INC NAV","Distribution","Year"
"Collective Investment","LU0211327217","FRANKLIN TEMPLETON TEMPLETON GBL INC C USD DIS","Distribution","Quarter"
"Collective Investment","GB00B0CNGQ43","LEGAL & GENERAL UT L&G EURP INDEX TRUST(I) DIS GBP","Distribution","Year"
"Collective Investment","LU0972490246","MDO MANAGEMENT CO GLOBAL QTLY INC C INC","Distribution","Quarter"
"Collective Investment","GB00BNG2G797","IFSL SIGNIA GROWTH FUND X INC","Distribution","Year"
"Collective Investment","GB00B1LBG003","SEVEN INVESTMENT SUSTAINABLE BALANCE C DIS","Distribution","Bi_Annual"
"Collective Investment","GB00B5143284","SCHRODER UNIT TST MONTHLY HIGH INC Z NET DIS","Distribution","Month"
"Collective Investment","GB00BJFLR106","AEGON PLC DIVERSIFIED INC B INC NAV","Distribution","Month"
"Collective Investment","LU1254146647","DWS INVEST MULTI OPPORTUNITIES LDMH INC","Distribution","Month"
"Collective Investment","GB0007451072","JANUS HENDERSON ALL STOCK CREDIT FUND A INC","Distribution","Quarter"
"Collective Investment","GB0008178575","SWFAL NUCLEUS FAR EASTERN INC & GROWTH A","Distribution","Year"
"Collective Investment","GB00B0117B11","MAN GLG INCOME FUND RETAIL INC B","Distribution","Month"
"Collective Investment","US9219376038","VANGUARD TOTAL BOND MARKET INDEX FUND ADMIRAL SHARES","Distribution","Month"
"Collective Investment","GB00B4KPCF10","INVESCO-ASIAN EQUITY INC UK INC","Distribution","Bi_Annual"
"Collective Investment","IE00B3WX3B94","DIMENSIONAL FUNDS EMG MARKET VAL USD DIS NAV","Distribution","Bi_Annual"
"Collective Investment","GB00B89VCR08","BLACKROCK UK GILTS ALL STOCKS D GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B67DWR44","BLACKROCK FM UK INCOME D INC GBP","Distribution","Quarter"
"Collective Investment","SG9999006548","LION GLOBAL ASIAN BOND FUND SGD","Distribution","Quarter"
"Collective Investment","GB00B3T5LK39","SMITH & WILLIAMSON FXD INT TST UNITS B INC NAV","Distribution","Quarter"
"Collective Investment","LU1107711001","JPMORGAN SICAV GLOBAL RESEARCH ENHANCED INDEX EQUITY FUND I INC","Distribution","Year"
"Collective Investment","IE00BF2GM158","JANUS HENDERSON GLB RL EST A3Q INC","Distribution","Quarter"
"Collective Investment","LU0817738668","JPMORGAN ASSET MGM SYSTEMATIC ALPHA HGD C INC","Distribution","Year"
"Collective Investment","GB0003699831","JUPITER UT MERLIN WORLDWIDE PORTFOLIO RETAIL INC GBP","Distribution","Year"
"Collective Investment","GB00BZ21SR80","THREADNEEDLE SIF ETHICAL UK EQUITY T NET INC","Distribution","Bi_Annual"
"Collective Investment","LU0417441200","UBS (LUX) EURO HIGH YIELD PM EUR DIS","Distribution","Month"
"Collective Investment","GB0006778574","BNY MELLON MULTI-ASSET BALANCED FUND GBP INC","Distribution","Bi_Annual"
"Collective Investment","GB00BP8RY614","FIL INVESTMENT SER INDEX UK P INC NAV","Distribution","Quarter"
"Collective Investment","GB00BKGR3G14","LEGAL & GENERAL UT SHORT DATED CORP BOND IDX I","Distribution","Bi_Annual"
"Collective Investment","GB00BHBX7Z04","OLD MUTUAL FD MGRS GLOBAL STRATEGIC BD U1 INC","Distribution","Quarter"
"Collective Investment","IE00B6TSGL97","NEUBERGER BER INV HIGH YIELD BOND I2 EUR DIS","Distribution","Quarter"
"Collective Investment","LU0837981900","ABERDEEN STANDARD SICAV I SELECT EURO HIGH YIELD BOND R1 INC","Distribution","Month"
"Collective Investment","GB0030833767","CT RESPONSIBLE GLOBAL EQUITY 1 INC","Distribution","Bi_Annual"
"Collective Investment","GB0007218174","SCHRODER UK OPPORTUNITIES C INCOME FUND","Distribution","Bi_Annual"
"Collective Investment","LU0157052563","CT (LUX) GLOBAL CONVERTIBLE BOND A INC EUR","Distribution","Year"
"Collective Investment","GB00B84QJT19","BNY MELLON FD MNGR NEWTON GLOBAL INCOME FUND B SHARES (INCOME)","Distribution","Month"
"Collective Investment","GB00B5V8SG93","ASI EMERGING MARKETS BOND I DIS","Distribution","Month"
"Collective Investment","GB0033749739","Threadneedle Sterling Corporate Bond Ret Grs GBP","Distribution","Quarter"
"Collective Investment","GB0031383408","ALLIANZ GLOBAL INVESTORS STERLING TOTAL RETURN A INC","Distribution","Bi_Annual"
"Collective Investment","GB00B00MY367","AEGON STRATEGIC BOND B INSTL","Distribution","Quarter"
"Collective Investment","IE00B3SXSL82","PIMCO GIS SEL UK INC BD INSTL INC GBP","Distribution","Month"
"Collective Investment","IE00BDBBQM61","PIMCO GBL INVRS US INV GRDE CORP BD INST INC","Distribution","Quarter"
"Collective Investment","LU0661504455","BLACKROCK (LUX) SA GBL EQTY INC ASG SGD DIS","Distribution","Quarter"
"Collective Investment","LU0966092131","ABRDN LIQUIDITY (LUX) EURO FUND J3 INC","Distribution","Month"
"Collective Investment","LU1602277029","ABERDEEN STD  AUSTRALIAN DOLLAR INC BOND A MINCA AUD","Distribution","Month"
"Collective Investment","IE00B5VGYN29","MUZINICH FDS SHT DUR HI YLD BD GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B66H8P73","JUPITER UT UK SPECIAL SITUATIONS I INC GBP","Distribution","Bi_Annual"
