
"INSTRMNT_TYPE","ISIN","SHRT_NAME","REINVESTMENT_OPTION","DIVIDEND_PERIODICITY"
"Collective Investment","IE00B3KLNV53","CITY FINANCIAL WEALTH FUND GBP","Distribution","Bi_Annual"
"Collective Investment","GB0003367496","FIDELITY INV SVCS CASH INC GBP","Distribution","Month"
"Collective Investment","GB00B7MJJR38","AXA FRAMLINGTON UN MANAGED INCOME Z NET DIS GBP","Distribution","Quarter"
"Collective Investment","SG9999002224","ALLIANZ GLOBAL HIGH PAYOUT SGD","Distribution","Bi_Annual"
"Collective Investment","GB00B1FD6244","PHOENIX FUND SVCS CHELVE UK EQ INC RETL A INC","Distribution","Quarter"
"Collective Investment","GB00B1Z2NM05","THREADNEEDLE GBL EQ INC RET NET EUR","Distribution","Quarter"
"Collective Investment","GB0005409486","AXA FUND MANAGERS DEFENSIVE DIST Z NET DIS","Distribution","Quarter"
"Collective Investment","IE00BSJCDX67","CGWM CAUTIOUS FUND R INC","Distribution","Quarter"
"Collective Investment","IE00B98YKX92","J O HAMBRO CAPITAL CONTINENTAL EURO EURO Y","Distribution","Year"
"Collective Investment","LU0949170772","BLACKROCK (LUX) SA GLOBAL EQUITY A6 SGD INC HD","Distribution","Month"
"Collective Investment","GB00BK35F515","LEGAL & GENERAL UT UK PROPERTY FEEDER F INC GBP","Distribution","Quarter"
"Collective Investment","IE00B95W7137","VANGUARD INV SER UK SHORT TERM INV GRADE BD GBP","Distribution","Quarter"
"Collective Investment","LU0240774033","BLUEBAY AM EMG LOC MKT CURR D INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0973649402","JPMORGAN ASSET MGM EURP SEL EQTY I INC NAV","Distribution","Year"
"Collective Investment","LU1093538335","BLACKROCK (LUX) SA EMERGING MKTS FLEXI DYN BD","Distribution","Year"
"Collective Investment","IE00BVVQ0585","AEGON INVT KAMES AB RTN BD GBL B INC","Distribution","Quarter"
"Collective Investment","GB0003884722","PREMIER MITON INCOME C INCOME","Distribution","Bi_Annual"
"Collective Investment","LU0069450319","FIDELITY FUNDS EURO STOXX 50 A DIS","Distribution","Year"
"Collective Investment","GB00B1G3FH19","HSBC GLOBAL AM UK OPEN GLOBAL DIST RETL INC","Distribution","Quarter"
"Collective Investment","IE00B5N74G68","CT EUROPEAN REAL ESTATE SECURITIES FUND A INC","Distribution","Bi_Annual"
"Collective Investment","IE00BJ3VGN70","GLG INVESTMENTS JAPAN COREALPHA EQUITY I H DIS USD","Distribution","Year"
"Collective Investment","GB00BDD29F14","SCHRODER UNIT TST ASIAN INC MAXIMISER L INC","Distribution","Quarter"
"Collective Investment","GB00BMN91X79","UBS INV FUNDS ICVC S&P INDX FUND SHS CLASS J DIST","Distribution","Bi_Annual"
"Collective Investment","LU0219444675","MFS MERIDIAN INFLAT ADJ BD A2 DIS $","Distribution","Month"
"Collective Investment","IE00BDR08N26","BLACKROCK IDX SELE ISHS EURP EX UK IDX IE","Distribution","Quarter"
"Collective Investment","GB00BFBFYX91","BLACKROCK MYMAP 5 ESG","Distribution","Bi_Annual"
"Collective Investment","LU0496363341","FRANKLIN TEMPLETON GBL TOTAL RTN Z H1 INC","Distribution","Year"
"Collective Investment","IE00B0MD9S72","PIMCO GLOBAL EMERGING MKTS E INC","Distribution","Quarter"
"Collective Investment","LU0995345831","BLACKROCK (LUX) SA EMERGING MKTS LOCAL CCY BD","Distribution","Month"
"Collective Investment","LU0251126107","FIDELITY FUNDS SUSTAINABLE ASIA EQUITY FUND A","Distribution","Year"
"Collective Investment","LU0823419782","BNP PARIBAS INV PT PARVEST EQTY WRLD MATERIALS","Distribution","Year"
"Collective Investment","GB00BYZJQL25","BAILLIE GIFFORD JAPANESE INCOME GROWTH Y NE","Distribution","Bi_Annual"
"Collective Investment","GB0004833660","STANDARD LIFE WEALTH BAL BRIDGE GBP","Distribution","Quarter"
"Collective Investment","LU0748141073","JPMORGAN ASSET MGM FLEXIBLE CREDIT A EUR DIS","Distribution","Quarter"
"Collective Investment","SG9999016315","ALLIANZ GLOBAL I S SGD INCOME AM SGD INC   LIQ","Distribution","Month"
"Collective Investment","LU0871640123","BLACKROCK GLOBAL MULTI ASSET INCOME FUND A8 AUD HEDGED INC","Distribution","Month"
"Collective Investment","GB00B4WSJK27","Royal London Ethical Bond A Ret","Distribution","Quarter"
"Collective Investment","LU0204061948","BLACKROCK (LUX) SA BGF EURO-MKTS A4 DIS","Distribution","Year"
"Collective Investment","GB00B84C8Q92","AVIVA INVESTORS UK UK ETHICAL 3 INC NAV","Distribution","Bi_Annual"
"Collective Investment","LU0218435716","MORGAN STANLEY IF GLOBAL BOND AX DIS","Distribution","Quarter"
"Collective Investment","LU0297940495","BLACKROCK BGF GBL GOV BD A1 EUR","Distribution","Month"
"Collective Investment","SG9999004261","NIKKO AM SHENTON GLOBAL PROPERTY SEC USD","Distribution","Quarter"
"Collective Investment","IE00B0WFLB07","VERITAS GLOBAL FOCUS STERLING B RETAIL","Distribution","Year"
"Collective Investment","LU0238205446","FIDELITY FUNDS EMERGING MARKET DEBT A USD","Distribution","Year"
"Collective Investment","IE00BDZQR460","COMGEST EMERGING MARKETS Z USD DIS","Distribution","Year"
"Collective Investment","LU1627375626","ALLIANZ US SHORT DURATION HIGH INCOME BOND AQ USD INC","Distribution","Quarter"
"Collective Investment","GB00B3FJQ151","JPMORGAN AM UK LTD US EQUITY INCOME INC A GBP","Distribution","Quarter"
"Collective Investment","GB00BDRZG990","SCHRODER UNIT TST UK OPPORTUNITIES S INC NAV","Distribution","Bi_Annual"
"Collective Investment","IE00B1G9WV27","NEUBERGER BER US REAL ESTATE GBP I DIS CLASS","Distribution","Quarter"
"Collective Investment","LU2003419533","JPMORGAN INVESTMENT FUNDS GLOBAL MACRO SUSTAINABLE FUND C INC","Distribution","Year"
"Collective Investment","LU0968447275","WAVERTON EUROPEAN CAPITAL GROWTH FUND L EUR","Distribution","Year"
"Collective Investment","LU0858292385","GOLDMAN SACHS EUROPE CORE SM EQUITY PTF R","Distribution","Year"
"Collective Investment","US00141V5075","AIM INVESTMENT INVSC INTL TTR A USD","Distribution","Month"
"Collective Investment","LU0267985231","INVESCO MANAGEMENT PAN EUROPEAN EQUITY A EUR DIS","Distribution","Year"
"Collective Investment","GG00B4KZSS63","HUNTRESS GLOBAL INCOME FUND GBP","Distribution","Quarter"
"Collective Investment","GB00BD3FVS79","FTF  INV FDS RARE GL INFRA INC X GBP INC","Distribution","Quarter"
"Collective Investment","IE0001030513","ABERDEEN SEL INTL BOND 1 INC B GBP","Distribution","Quarter"
"Collective Investment","NL0000285609","INSINGER BEAFORT  EQUITY INCOME EUR","Distribution","Year"
"Collective Investment","GB00B7ZPX096","HSBC GILT & FIXED INTEREST C INC","Distribution","Quarter"
"Collective Investment","GB00BD7XZ185","FIL INV SVCS UK FIDELITY EUROPEAN I GBP DIS","Distribution","Bi_Annual"
"Collective Investment","LU0303817182","FIDELITY FUNDS EMERGING EUROPE MIDDLE EAST & AFRICA A DIS","Distribution","Year"
"Collective Investment","GB00BYW6BS84","LEGAL & GENERAL MIXED INVESTMENT INCOME 0-35% I INC","Distribution","Month"
"Collective Investment","GB00BHCQNL68","RATHBONE UT MGT INCOME S INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0275265352","SCHRODER SISF JAPAN OPPS A DIS JPY","Distribution","Year"
"Collective Investment","GB00BK35F390","LEGAL & GENERAL UT UK PROPERTY FEEDER I INC GBP","Distribution","Quarter"
"Collective Investment","IE00B90CY062","NEUBERGER US R EST SECS I DIST USD","Distribution","Quarter"
"Collective Investment","GB00BKGR3D82","LEGAL & GENERAL UT SHORT DATED CORP BOND IDX C","Distribution","Bi_Annual"
"Collective Investment","LU0267984853","INVESCO AM IRL LTD PAN EUROPEAN EQUITY C DIS EUR","Distribution","Year"
"Collective Investment","GB00B1F76M62","FIRST SEN.INV.ICVC-GL.PR.SEC.(A)DIS","Distribution","Bi_Annual"
"Collective Investment","GB00BP4VN931","M&G SECURITIES LTD GBL FLOATING RATE HI YLD HG","Distribution","Quarter"
"Collective Investment","LU0215159145","FIDELITY TARGET 2030 EUR DIS EUR","Distribution","Year"
"Collective Investment","IE0002294076","COUTTS FM UK EQUITY INDEX S1 GBP","Distribution","Bi_Annual"
"Collective Investment","LU1866905083","M&G GLOBAL FLOATING RATE HIGH YIELD CI H INC","Distribution","Quarter"
"Collective Investment","LU0074838565","JPMORGAN ASSET MGM EMG EURO MIDDLE EAST AND AF","Distribution","Year"
"Collective Investment","GB00B58K3R44","THREADNEEDLE INV EURO EX UK GROWTH HGD INSTL","Distribution","Bi_Annual"
"Collective Investment","GB00BYPDV863","PREMIER PORTFOLIO DIVERSIFIED INCOME B DI INC","Distribution","Quarter"
"Collective Investment","GB00BQV0MW63","GLG PARTNERS INV GLG STRA BD DG PROFESSIONAL","Distribution","Quarter"
"Collective Investment","GB0003880290","SCHRODER UNIT TST GLOBAL HEALTHCARE A DIS","Distribution","Year"
"Collective Investment","LU0974149717","KEMPEN INTL FDS GBL SOVEREIG IND J INC NAV","Distribution","Year"
"Collective Investment","LU0225310001","BLUEBAY FDS MGMT INV GRADE BOND DR INC","Distribution","Quarter"
"Collective Investment","LU0204068364","BLACKROCK (LUX) SA BGF WORLD ENERGY A4 GBP INC","Distribution","Year"
"Collective Investment","GB0033988436","AEGON STRATEGIC BOND A INC GBP","Distribution","Quarter"
"Collective Investment","LU0219443354","MFS MERIDIAN MATURITY FD A2 USD","Distribution","Month"
"Collective Investment","LU0231206078","Franklin Templeton India GBP A","Distribution","Year"
"Collective Investment","GB00BF782P03","SCHRODER BLENDED PORTFOLIO 7 Z INC","Distribution","Year"
"Collective Investment","GB00B1XG7W22","QUILTER INVESTORS MANAGED FUND","Distribution","Quarter"
"Collective Investment","GB00BX8ZXF30","BLACKROCK FM LTD ASIA Z GBP DIS","Distribution","Bi_Annual"
"Collective Investment","IE00B296XB43","AEGON INV GRADE GLOBAL BOND FUND CLS B USD INC","Distribution","Quarter"
"Collective Investment","GB0033491977","QUILTER INVESTORS BOND 2 FUND","Distribution","Bi_Annual"
"Collective Investment","LU0048580855","FIDELITY FUNDS - GREATER CHINA A USD","Distribution","Year"
"Collective Investment","GB00B3YY6J92","HSBC Glbl Asset Mgmt UK UK Gilt Index Inc A","Distribution","Quarter"
"Collective Investment","HK0000288743","VALUE PARTNERS HIG HIGH DIVID STOCKS A2 M DIS USD","Distribution","Month"
"Collective Investment","GB00B1435064","HARGREAVES LANSD'N HL MULTI MANAGER EQ & BD TR","Distribution","Month"
"Collective Investment","LU0972488182","EMIRATES EMERGING MARKET DEBT FUND CLASS B USD INC","Distribution","Quarter"
"Collective Investment","GB00B7V94793","BNY MELLON LONG-TERM GLOBAL EQUITY FUND INST SHARES W (INC)","Distribution","Year"
"Collective Investment","GB00B8319S60","STEWART INVESTORS WORLDWIDE SUSTAINABILITY B INC","Distribution","Bi_Annual"
"Collective Investment","LU0152984307","FRANKLIN TEMP EMG MKTS BOND A EUR","Distribution","Quarter"
"Collective Investment","LU1046233364","SCHRODERS ISF GLOBAL ENERGY S DIST","Distribution","Year"
"Collective Investment","LU0132282301","FIDELITY FUNDS US HIGH YIELD A","Distribution","Year"
"Collective Investment","GB0031022261","THREADNEEDLE INV STRATEGIC BD 2 GBP","Distribution","Month"
"Collective Investment","GB00B1419R57","AEGON INVESTMENT GRADE BOND A INC","Distribution","Quarter"
"Collective Investment","IE00BKRVM216","POLAR CAPITAL FUND GBL CONVERTIBLE S INC NAV","Distribution","Quarter"
"Collective Investment","GB00BJ04KD77","INVESCO FD MNGRS PERPETUAL TACTICAL BD Y INC","Distribution","Bi_Annual"
"Collective Investment","GB00BLRZQ620","LF EQUITY INCOME C INC GBP LIQ","Distribution","Quarter"
"Collective Investment","LU0320765646","FRANKLIN TEMP US INCOME A DIS H1 SGD","Distribution","Month"
"Collective Investment","GB00B1XG7D33","JUPITER UK SMALLER COMPANIES FUND L GBP INC","Distribution","Year"
"Collective Investment","GB00B56BDS09","LIONTRUST UK GROWTH FUND I INC","Distribution","Year"
"Collective Investment","IE00B66H0409","FTGF GBL W/A GBL HIGH YLD HGD A DIST","Distribution","Month"
"Collective Investment","IE00B685HQ37","MUZINICH FDS SHT DUR HIYLD HGD INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0569864217","UNION BANCAIRE PRI GBL HIGH YLD SOLUTION IH","Distribution","Year"
"Collective Investment","GB0008370826","CT MONTHLY EXTRA INCOME FUND RETAIL INCOME GBP","Distribution","Month"
"Collective Investment","LU0211339816","BLI-BANQUE DE LUX BL GBL FLEXIBLE A DIS","Distribution","Year"
"Collective Investment","LU0537373747","JPMORGAN ASSET MGM GLOBAL CORP BD A USD MTH","Distribution","Month"
"Collective Investment","GB0000468776","HSBC GLBL ASSET MGMT UK EUROPEAN INDEX INC GBP","Distribution","Year"
"Collective Investment","LU0129910708","GOLDMAN SACHS EMG MKTS EQTY PTF I USD DIS","Distribution","Year"
"Collective Investment","LU0173614495","FIDELITY FUNDS   CHINA FOCUS A USD DIS","Distribution","Year"
"Collective Investment","LU0424512662","PARTNERS GROUP LISTED INFRASTRUCTURE I INC","Distribution","Bi_Annual"
"Collective Investment","IE00B2NGK193","PRINCIPAL GBL INV PREFERRED SEC HGD A INC GBP","Distribution","Quarter"
"Collective Investment","IE00B3TNSW80","ENNISMORE FD MGMT EURP SMLR COS A EUR INC NAV","Distribution","Year"
"Collective Investment","GG00B505GK15","CT PROPERTY GROWTH & INCOME FEEDER FUND LIMITED E INC","Distribution","Quarter"
"Collective Investment","LU0768357138","FRANKLIN TEMPL GBL BD Z H1 INC GBP","Distribution","Month"
"Collective Investment","GB0033772731","DIMENSIONAL GLOBAL SHORT DATED BOND FUND (INCOME SHARES) I GBP","Distribution","Bi_Annual"
"Collective Investment","LU0129952296","JPMORGAN GBL CONVERT BD A EURO USD","Distribution","Year"
"Collective Investment","GB00B24DPS10","LAZARD FD MGRS GBL EQ INC INST GBP","Distribution","Quarter"
"Collective Investment","IE00B3DWT398","OLD MUTUAL GBL STRATEGIC BOND A INC GBP","Distribution","Quarter"
"Collective Investment","GB0033956391","CAPITA FINL 7IM MOD ADVENT C INC £","Distribution","Bi_Annual"
"Collective Investment","IE00B44MYD08","DIMENSIONAL FUNDS WLD ALLOACTION 60/40","Distribution","Bi_Annual"
"Collective Investment","GB00B6QR2553","JUPITER UT INCOME TST I INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B4M78461","JUPITER UT MNGRS MONTHLY INCOME I INC","Distribution","Month"
"Collective Investment","LU1042812062","OPPENHEIM AM DB PWM I DIVERSIF CORE PORT","Distribution","Year"
"Collective Investment","LU0063728728","BLACKROCK (LUX) SA BGF ASIAN TIGER BND A1 USD INC","Distribution","Month"
"Collective Investment","GB00B66FVB83","SCHRODER UNIT TST SCHRODER MIXED DIST Z DIS","Distribution","Month"
"Collective Investment","LU1396461698","RATHBONE UNIT TST ETHICAL BOND Z INC","Distribution","Quarter"
"Collective Investment","IE00B4WL8048","ODEY ODYSSEY FUND I GBP INC","Distribution","Year"
"Collective Investment","IE00B0688T23","SEI GLOBAL MASTER PAN EURP SML CAP WLTH A INC","Distribution","Quarter"
"Collective Investment","IE00BJ7VXX24","BAILLIE GIFFORD WORLDWIDE LONG TERM GLOBAL GROWTH B INC","Distribution","Year"
"Collective Investment","GB00BVYPGS75","SEVEN INVESTMENT 7IM CAUTIOUS FUND C INC","Distribution","Bi_Annual"
"Collective Investment","GB0003474730","MARLBOROUGH GLOBAL BOND INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0229494629","JANUS HENDERSON HORIZON ASIA-PACIFIC PROPERTY INCOME FUND A3 USD","Distribution","Year"
"Collective Investment","LU0229940423","Franklin Templeton China A GBP Dis","Distribution","Year"
"Collective Investment","GB00B0HWJ904","SCHRODER UNIT TRUSTS LTD INCOME MAXIMISER INC GBP","Distribution","Quarter"
"Collective Investment","GB00B3DDDX03","PREMIER MITON OPTIMUM INCOME C INCOME","Distribution","Quarter"
"Collective Investment","GB00B8BS3324","BLACKROCK FM LTD UK SM COS D INC","Distribution","Bi_Annual"
"Collective Investment","LU0664588224","UBS FUND MGT LUX H.DU.HI.YI.GBPH GBP","Distribution","Year"
"Collective Investment","LU0260861751","Franklin Templeton US Opportunities A Y DIS","Distribution","Year"
"Collective Investment","GB00B1FRQV53","ALLIANZ GBL INV UK TOTAL RTN ASIAN EQTY C","Distribution","Bi_Annual"
"Collective Investment","IE00BKS8NX96","J O HAMBRO CAPITAL JAPAN DIVIDEND GROWTH A USD","Distribution","Year"
"Collective Investment","IE00B8XXWP07","PIMCO GLOBAL ADVIS INCOME RMG INC NAV","Distribution","Month"
"Collective Investment","LU1100107371","ALLIANZ  FLTNG RATE NTS PLS VARIOZINS A EUR DIS","Distribution","Year"
"Collective Investment","GB00BP7LJN64","ABRDN UK REAL ESTATE FEEDER RETAIL INC","Distribution","Month"
"Collective Investment","LU0156897901","ALLIANCEBERNSTEIN GLOBAL HIGH YIELD AT","Distribution","Month"
"Collective Investment","GB00B62HV744","MAITLAND HAWKSMOOR VANBRUGH B INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0862302592","UNION BANCAIRE PRI GLOBAL HIGH YIELD SOLUTION","Distribution","Year"
"Collective Investment","GB00BYSYZM80","FIF  FIDELITY MONEYBUILDER DIVIDEND FUND W INC GBP","Distribution","Month"
"Collective Investment","IE00B0688R09","SEI GLOBAL MASTER EMRNG MKT DEBT WEALTH A INC","Distribution","Quarter"
"Collective Investment","LU0972917214","MIRABAUD ASSET MANAGEMENT (EUROPE) GLOBAL HIGH YIELD BONDS DH GBP DIST GBP","Distribution","Quarter"
"Collective Investment","LU1396460963","RATHBONE UNIT TST MUL -AS T RE PT L GBP INC","Distribution","Month"
"Collective Investment","GB00B86PKV52","HSBC GLOBAL AM UK GROWTH & INCOME C INC","Distribution","Bi_Annual"
"Collective Investment","GB00BFYN3V17","JUPITER UK ALPHA FUND U1 GBP INC","Distribution","Quarter"
"Collective Investment","GB00B3TTBW75","FTF  US EQ INCOME A INC GBP","Distribution","Quarter"
"Collective Investment","GB0000467703","HSBC Glbl Asset Mgmt UK FTSE 250 Index Inc","Distribution","Year"
"Collective Investment","LU0895806684","JUPITER GBL DYNAMIC BD D","Distribution","Quarter"
"Collective Investment","LU1309713268","ALLIANCE BERNSTEIN AMERICAN INCOME PORTFOLIO IA INC","Distribution","Month"
"Collective Investment","LU0114722498","FIDELITY FUNDS   FINANCIAL SERVICES A DIS","Distribution","Year"
"Collective Investment","LU1295421280","FIDELITY FUNDS GLOBAL CONSUMER INDUSTRIES FUND Y INC","Distribution","Year"
"Collective Investment","JE00BGY6VY67","ASHBURTON STERLING ASSET MGMT DIST R CLASS","Distribution","Bi_Annual"
"Collective Investment","LU1240786365","UBS FUND MGMT LUX EQ.SIC.H.D.USD-CHFH Q DIS","Distribution","Year"
"Collective Investment","GB0000713858","BAILLIE GIFFORD CASH A INC GBP","Distribution","Quarter"
"Collective Investment","GB00B44JC482","M&G INV MAN UK INFLATION LINKED CORPORATE BOND I INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B63M5F42","ROYAL LONDON UTM UK GOVT BOND Z GBP DIS NAV","Distribution","Bi_Annual"
"Collective Investment","IE00B96JNQ08","MUZINICH FUNDS SHORT DUR HIGH YLD HGD INC","Distribution","Bi_Annual"
"Collective Investment","IE00BVDPP697","LAZARD GLOBAL ACTI GLOBAL STRATEGIC EQTY EA GB","Distribution","Bi_Annual"
"Collective Investment","GB00B2Q4S167","LEGAL & GENERAL UT HIGH INCOME TRUST X DIS","Distribution","Quarter"
